1296.0,466.0,1460.0,464.0,413.0,0.0,0.0
1349.0,555.0,1593.0,496.0,432.0,0.0,0.0
1410.0,576.0,1658.0,495.0,448.0,0.0,0.0
1462.0,576.0,1623.0,511.0,452.0,0.0,0.0
1411.0,551.0,1677.0,511.0,446.0,0.0,0.0
1418.0,571.0,1652.0,510.0,448.0,0.0,0.0
1396.0,569.0,1647.0,510.0,448.0,0.0,0.0
1422.0,577.0,1661.0,510.0,447.0,0.0,0.0
1419.0,564.0,1615.0,504.0,445.0,0.0,0.0
1409.0,572.0,1648.0,511.0,446.0,0.0,0.0
1415.0,575.0,1675.0,511.0,447.0,0.0,0.0
1461.0,575.0,1680.0,524.0,448.0,0.0,0.0
1474.0,576.0,1630.0,511.0,448.0,0.0,0.0
1455.0,585.0,1674.0,511.0,452.0,0.0,0.0
1413.0,571.0,1659.0,510.0,448.0,0.0,0.0
1415.0,577.0,1674.0,511.0,445.0,0.0,0.0
1415.0,576.0,1675.0,511.0,890.0,1383.0,4095.0
1420.0,582.0,1674.0,509.0,595.0,3730.0,1504.0
1419.0,576.0,1670.0,511.0,448.0,0.0,0.0
1424.0,560.0,1680.0,525.0,496.0,208.0,781.0
1420.0,581.0,1666.0,495.0,569.0,3705.0,1239.0
1417.0,576.0,1677.0,511.0,448.0,0.0,0.0
1422.0,574.0,1676.0,511.0,882.0,1385.0,4095.0
1417.0,576.0,1675.0,511.0,447.0,0.0,0.0
1415.0,576.0,1670.0,496.0,450.0,0.0,0.0
1399.0,577.0,1670.0,511.0,447.0,0.0,0.0
1424.0,576.0,1680.0,511.0,448.0,0.0,0.0
1417.0,578.0,1673.0,511.0,448.0,0.0,0.0
1419.0,580.0,1675.0,511.0,450.0,0.0,0.0
1415.0,567.0,1634.0,503.0,445.0,0.0,0.0
1410.0,558.0,1663.0,507.0,447.0,0.0,0.0
1403.0,576.0,1674.0,499.0,450.0,0.0,0.0
4095.0,4095.0,2287.0,899.0,792.0,0.0,0.0
4095.0,4095.0,4095.0,993.0,996.0,3657.0,1498.0
4095.0,848.0,1791.0,710.0,635.0,0.0,0.0
1399.0,575.0,1651.0,507.0,445.0,0.0,0.0
